"sol:0","sol:1","sol:2","anal2","error2","Points:0","Points:1","Points:2"
6.5669,-0.62004,0,4.7116,0.15461,2.162,0.85526,0.15461
6.142,-0.34898,0,4.2528,0.15743,2.0882,1.0194,0.15743
6.3276,-0.1783,0,4.4454,0.15684,2.0458,0.94208,0.15684
-2.3935,-1.3653,0,-2.1519,0.02014,5.867,0.91791,0.02014
-3.0557,-1.6348,0,-2.6027,0.037751,5.7478,0.79868,0.037751
-2.5392,-1.8934,0,-2.1045,0.036226,5.724,1.0828,0.036226
-3.2685,-2.2514,0,-2.6305,0.053165,5.6035,0.93972,0.053165
5.9614,-9.5004,0,5.6147,0.02889,3.5052,0.95789,0.02889
6.3979,-8.3371,0,5.7473,0.054215,3.3926,0.97379,0.054215
4.2612,-10.164,0,4.0084,0.02107,3.6623,1.0267,0.02107
4.8636,-9.027,0,4.3522,0.042618,3.5492,1.0629,0.042618
3.7862,-8.1786,0,3.17,0.051353,3.5926,1.2046,0.051353
5.3906,-7.7824,0,4.5742,0.068034,3.4107,1.0942,0.068034
1.4564,-9.9534,0,1.324,0.011032,3.9204,1.1438,0.011032
2.4613,-10.632,0,2.3237,0.011469,3.8334,1.0657,0.011469
2.1796,-8.8569,0,1.866,0.026133,3.8149,1.2297,0.026133
3.2054,-9.575,0,2.8741,0.027607,3.7285,1.1223,0.027607
-2.5246,1.8965,0,-2.0913,0.036109,-1.7236,1.0901,0.036109
-3.2445,2.2601,0,-2.6083,0.053011,-1.6029,0.94947,0.053011
-2.3885,1.3685,0,-2.1466,0.020156,-1.8667,0.92162,0.020156
-3.0448,1.6461,0,-2.5907,0.037837,-1.7467,0.80639,0.037837
-0.39375,1.0551,0,-0.33489,0.0049044,-1.6015,2.7151,0.0049044
-0.49538,1.083,0,-0.42717,0.0056846,-1.7244,2.556,0.0056846
-0.32046,0.83616,0,-0.29921,0.0017708,-1.749,2.8526,0.0017708
-0.39461,0.85029,0,-0.37087,0.0019783,-1.8666,2.7027,0.0019783
-0.32068,-0.83595,0,-0.29944,0.00177,5.7498,2.8523,0.00177
-0.39471,-0.84981,0,-0.37108,0.0019696,5.8674,2.7023,0.0019696
-0.39461,-1.0552,0,-0.33566,0.0049122,5.603,2.7139,0.0049122
-0.49625,-1.0829,0,-0.42806,0.0056821,5.7257,2.5545,0.0056821
2.4798,10.693,0,2.3493,0.010873,0.16685,1.0605,0.010873
1.4515,10.025,0,1.3247,0.010569,0.078245,1.1375,0.010569
4.3496,10.233,0,4.1134,0.019684,0.3413,1.0177,0.019684
3.2981,9.7,0,2.981,0.026418,0.2752,1.108,0.026418
3.998,8.3303,0,3.3868,0.050933,0.41948,1.1763,0.050933
2.2167,8.9748,0,1.91,0.025553,0.18601,1.2168,0.025553
6.7657,8.3492,0,6.1511,0.051219,0.62547,0.94047,0.051219
6.1346,9.543,0,5.8174,0.026434,0.50208,0.94353,0.026434
5.7885,7.8632,0,4.9866,0.066824,0.61101,1.0515,0.066824
5.0968,9.1358,0,4.6113,0.040457,0.46148,1.0394,0.040457
